Sentence #,Word,POS,Tag
Sentence: 29918,Authorities,NNS,O
Sentence: 29919,Authorities,NNS,O
Sentence: 29920,The,DT,O
Sentence: 29921,Somalia,NNP,B-geo
Sentence: 29922,A,DT,O
Sentence: 29923,Kidnappings,NNS,O
Sentence: 29924,The,DT,O
Sentence: 29925,The,DT,O
Sentence: 29926,The,DT,O
Sentence: 29927,Iran,NNP,B-geo
Sentence: 29928,The,DT,O
Sentence: 29929,Cuba,NNP,B-geo
Sentence: 29930,The,DT,O
Sentence: 29931,In,IN,O
Sentence: 29932,Iran,NNP,B-geo
Sentence: 29933,The,DT,O
Sentence: 29934,Former,JJ,O
Sentence: 29935,Court,NNP,B-org
Sentence: 29936,Judge,NNP,B-per
Sentence: 29937,The,DT,O
Sentence: 29938,General,NNP,B-per
Sentence: 29939,A,DT,O
Sentence: 29940,The,DT,O
Sentence: 29941,The,DT,O
Sentence: 29942,Al-Qaida,NNP,B-org
Sentence: 29943,The,DT,O
Sentence: 29944,But,CC,O
Sentence: 29945,He,PRP,O
Sentence: 29946,Venezuela,NNP,B-geo
Sentence: 29947,General,NNP,B-per
Sentence: 29948,Speaking,VBG,O
Sentence: 29949,Venezuela,NNP,B-geo
Sentence: 29950,The,DT,O
Sentence: 29951,Costa,NNP,B-gpe
Sentence: 29952,The,DT,B-org
Sentence: 29953,Costa,NNP,B-per
Sentence: 29954,Nicaragua,NNP,B-geo
Sentence: 29955,Costa,JJ,B-gpe
Sentence: 29956,Costa,NNP,B-gpe
Sentence: 29957,Nicaraguan,JJ,B-gpe
Sentence: 29958,Banned,VBN,O
Sentence: 29959,Gatlin,NNP,B-per
Sentence: 29960,Gatlin,NNP,B-per
Sentence: 29961,But,CC,O
Sentence: 29962,In,IN,O
Sentence: 29963,Earlier,RBR,O
Sentence: 29964,The,DT,O
Sentence: 29965,A,DT,O
Sentence: 29966,The,DT,O
Sentence: 29967,Astronomers,NNS,O
Sentence: 29968,Though,IN,O
Sentence: 29969,The,DT,O
Sentence: 29970,The,DT,O
Sentence: 29971,Azima,NNP,B-org
Sentence: 29972,Azima,NNP,B-org
Sentence: 29973,Last,JJ,O
Sentence: 29974,Haleh,NNP,B-org
Sentence: 29975,Two,CD,O
Sentence: 29976,A,DT,O
Sentence: 29977,Foreign,NNP,O
Sentence: 29978,Maduro,NNP,B-per
Sentence: 29979,Venezuelan,JJ,B-gpe
Sentence: 29980,The,DT,B-org
Sentence: 29981,Chinese,JJ,B-gpe
Sentence: 29982,Mr.,NNP,B-per
Sentence: 29983,China,NNP,B-geo
Sentence: 29984,Spain,NNP,B-geo
Sentence: 29985,But,CC,O
Sentence: 29986,During,IN,O
Sentence: 29987,Spain,NNP,B-geo
Sentence: 29988,Demonstrators,NNS,O
Sentence: 29989,Firefighters,NNS,O
Sentence: 29990,When,WRB,O
Sentence: 29991,Los,NNP,B-org
Sentence: 29992,At,IN,O
Sentence: 29993,Last,JJ,O
Sentence: 29994,A,DT,O
Sentence: 29995,A,DT,O
Sentence: 29996,A,DT,O
Sentence: 29997,But,CC,O
Sentence: 29998,Moscow,NNP,B-gpe
Sentence: 29999,U.S.,NNP,B-gpe
Sentence: 30000,Palestinian,JJ,B-gpe
Sentence: 30001,Hamas,NNP,B-org
Sentence: 30002,The,DT,O
Sentence: 30003,Iran,NNP,B-gpe
Sentence: 30004,Hamas,NNP,B-org
Sentence: 30005,Israel,NNP,B-gpe
Sentence: 30006,Japan,NNP,B-geo
Sentence: 30007,Japan,NNP,B-geo
Sentence: 30008,It,PRP,O
Sentence: 30009,The,DT,O
Sentence: 30010,Japan,NNP,B-geo
Sentence: 30011,In,IN,O
Sentence: 30012,Prime,NNP,B-per
Sentence: 30013,Indonesian,JJ,B-gpe
Sentence: 30014,A,DT,O
Sentence: 30015,Meanwhile,RB,O
Sentence: 30016,The,DT,B-org
Sentence: 30017,China,NNP,B-geo
Sentence: 30018,Kuwait,NNP,B-org
Sentence: 30019,Zimbabwe,NNP,B-per
Sentence: 30020,Officials,NNS,O
Sentence: 30021,President,NNP,B-per
Sentence: 30022,But,CC,O
Sentence: 30023,Hundreds,NNS,O
Sentence: 30024,Crowds,NNS,O
Sentence: 30025,The,DT,O
Sentence: 30026,Eighty-eight,JJ,O
Sentence: 30027,Many,JJ,O
Sentence: 30028,Ethiopia,NNP,B-gpe
Sentence: 30029,The,DT,O
Sentence: 30030,The,DT,O
Sentence: 30031,Pakistani,JJ,B-gpe
Sentence: 30032,They,PRP,O
Sentence: 30033,The,DT,O
Sentence: 30034,Aid,JJ,O
Sentence: 30035,Relief,NN,O
Sentence: 30036,Northern,NNP,B-geo
Sentence: 30037,Residents,NNS,O
Sentence: 30038,Another,DT,O
Sentence: 30039,Officials,NNS,O
Sentence: 30040,The,DT,O
Sentence: 30041,But,CC,O
Sentence: 30042,It,PRP,O
Sentence: 30043,France,NNP,B-geo
Sentence: 30044,French,JJ,B-gpe
Sentence: 30045,But,CC,O
Sentence: 30046,President,NNP,B-per
Sentence: 30047,The,DT,O
Sentence: 30048,Washington,NNP,B-org
Sentence: 30049,The,DT,O
Sentence: 30050,Two,CD,O
Sentence: 30051,Government,NNP,B-org
Sentence: 30052,Media,NNS,O
Sentence: 30053,In,IN,O
Sentence: 30054,The,DT,O
Sentence: 30055,China,NNP,B-gpe
Sentence: 30056,China,NNP,B-gpe
Sentence: 30057,Insurgents,NNS,O
Sentence: 30058,In,IN,O
Sentence: 30059,In,IN,O
Sentence: 30060,The,DT,O
Sentence: 30061,A,DT,O
Sentence: 30062,Tuesday,NNP,B-tim
Sentence: 30063,The,DT,O
Sentence: 30064,The,DT,O
Sentence: 30065,In,IN,O
Sentence: 30066,For,IN,O
Sentence: 30067,In,IN,O
Sentence: 30068,Canada,NNP,B-geo
Sentence: 30069,The,DT,O
Sentence: 30070,U.S.,NNP,B-geo
Sentence: 30071,The,DT,O
Sentence: 30072,The,DT,O
Sentence: 30073,Mad,JJ,O
Sentence: 30074,India,NNP,B-geo
Sentence: 30075,Defense,NNP,O
Sentence: 30076,The,DT,O
Sentence: 30077,Analysts,NNS,O
Sentence: 30078,The,DT,O
Sentence: 30079,The,DT,O
Sentence: 30080,The,DT,O
Sentence: 30081,Hague,NNP,B-org
Sentence: 30082,The,DT,O
Sentence: 30083,The,DT,O
Sentence: 30084,Health,NN,O
Sentence: 30085,Officials,NNS,O
Sentence: 30086,India,NNP,B-geo
Sentence: 30087,The,DT,O
Sentence: 30088,Since,IN,O
Sentence: 30089,Health,NN,O
Sentence: 30090,Amnesty,NNP,O
Sentence: 30091,The,DT,O
Sentence: 30092,It,PRP,O
Sentence: 30093,The,DT,O
Sentence: 30094,It,PRP,O
Sentence: 30095,Hundreds,NNS,O
Sentence: 30096,The,DT,O
Sentence: 30097,The,DT,O
Sentence: 30098,But,CC,O
Sentence: 30099,Pakistani,JJ,B-gpe
Sentence: 30100,The,DT,O
Sentence: 30101,A,DT,O
Sentence: 30102,The,DT,B-org
Sentence: 30103,VOA,NNP,B-org
Sentence: 30104,Negotiators,NNS,O
Sentence: 30105,Iran,NNP,B-geo
Sentence: 30106,Britain,NNP,B-geo
Sentence: 30107,Iranian,JJ,B-gpe
Sentence: 30108,The,DT,O
Sentence: 30109,Last,JJ,O
Sentence: 30110,The,DT,O
Sentence: 30111,Japanese,JJ,B-gpe
Sentence: 30112,Earthquake,NN,O
Sentence: 30113,Japanese,JJ,B-gpe
Sentence: 30114,The,DT,O
Sentence: 30115,Strong,JJ,O
Sentence: 30116,Iraq,NNP,B-geo
Sentence: 30117,Jalal,NNP,B-per
Sentence: 30118,He,PRP,O
Sentence: 30119,Some,DT,O
Sentence: 30120,Meanwhile,RB,O
Sentence: 30121,And,CC,O
Sentence: 30122,The,DT,O
Sentence: 30123,A,DT,O
Sentence: 30124,The,DT,O
Sentence: 30125,The,DT,O
Sentence: 30126,The,DT,O
Sentence: 30127,The,DT,B-org
Sentence: 30128,A,DT,O
Sentence: 30129,Saeb,NNP,B-org
Sentence: 30130,Mark,NNP,B-per
Sentence: 30131,A,DT,O
Sentence: 30132,Israel,NNP,B-geo
Sentence: 30133,Hamas,NNP,B-org
Sentence: 30134,British,JJ,B-gpe
Sentence: 30135,Prudential,NNP,B-org
Sentence: 30136,Prudential,NNP,B-org
Sentence: 30137,The,DT,O
Sentence: 30138,AIG,NNP,B-org
Sentence: 30139,Prudential,NNP,B-org
Sentence: 30140,Its,PRP$,O
Sentence: 30141,President,NNP,B-per
Sentence: 30142,In,IN,O
Sentence: 30143,Mr.,NNP,B-per
Sentence: 30144,He,PRP,O
Sentence: 30145,The,DT,O
Sentence: 30146,The,DT,O
Sentence: 30147,Defense,NNP,O
Sentence: 30148,The,DT,O
Sentence: 30149,Mr.,NNP,B-per
Sentence: 30150,He,PRP,O
Sentence: 30151,Mr.,NNP,B-per
Sentence: 30152,About,IN,O
Sentence: 30153,Venezuelan,JJ,B-gpe
Sentence: 30154,Mr.,NNP,B-per
Sentence: 30155,Mr.,NNP,B-per
Sentence: 30156,Mr.,NNP,B-per
Sentence: 30157,He,PRP,O
Sentence: 30158,Argentina,NNP,B-geo
Sentence: 30159,Britain,NNP,B-geo
Sentence: 30160,Indonesian,JJ,B-gpe
Sentence: 30161,As,RB,O
Sentence: 30162,Speakers,NNS,O
Sentence: 30163,Traffic,NN,O
Sentence: 30164,Party,NNP,B-org
Sentence: 30165,Indonesia,NNP,B-geo
Sentence: 30166,Afghan,JJ,B-gpe
Sentence: 30167,U.S.,NNP,B-geo
Sentence: 30168,Mr.,NNP,B-per
Sentence: 30169,U.S.,NNP,B-geo
Sentence: 30170,Russian,JJ,B-gpe
Sentence: 30171,Russia,NNP,B-geo
Sentence: 30172,The,DT,O
Sentence: 30173,Iraqi,JJ,B-gpe
Sentence: 30174,Their,PRP$,O
Sentence: 30175,The,DT,O
Sentence: 30176,Lawmakers,NNS,O
Sentence: 30177,Some,DT,O
Sentence: 30178,Others,NNS,O
Sentence: 30179,Police,NNS,O
Sentence: 30180,Authorities,NNS,O
Sentence: 30181,They,PRP,O
Sentence: 30182,Police,NNS,O
Sentence: 30183,He,PRP,O
Sentence: 30184,Wheeler,NNP,B-geo
Sentence: 30185,Wheeler,NNP,B-geo
Sentence: 30186,He,PRP,O
Sentence: 30187,Ivory,NNP,B-org
Sentence: 30188,The,DT,O
Sentence: 30189,On,IN,O
Sentence: 30190,The,DT,O
Sentence: 30191,Mr.,NNP,B-per
Sentence: 30192,Thursday,NNP,B-tim
Sentence: 30193,An,DT,O
Sentence: 30194,Video,NNP,O
Sentence: 30195,But,CC,O
Sentence: 30196,VOA,NNP,B-org
Sentence: 30197,Cuba,NNP,B-geo
Sentence: 30198,Cuban,JJ,B-gpe
Sentence: 30199,Havana,NNP,B-geo
Sentence: 30200,Her,PRP$,O
Sentence: 30201,Mr.,NNP,B-per
Sentence: 30202,A,DT,O
Sentence: 30203,Authorities,NNS,O
Sentence: 30204,The,DT,O
Sentence: 30205,Coalition,NN,O
Sentence: 30206,Elsewhere,RB,O
Sentence: 30207,To,TO,O
Sentence: 30208,The,DT,O
Sentence: 30209,EU,NNP,B-org
Sentence: 30210,She,PRP,O
Sentence: 30211,Thursday,NNP,B-tim
Sentence: 30212,The,DT,O
Sentence: 30213,Bird,NN,O
Sentence: 30214,Former,JJ,O
Sentence: 30215,Hansen,NNP,B-per
Sentence: 30216,On,IN,O
Sentence: 30217,Hansen,NNP,B-per
Sentence: 30218,Katie,NNP,B-per
Sentence: 30219,That,DT,O
Sentence: 30220,The,DT,O
Sentence: 30221,The,DT,O
Sentence: 30222,This,DT,O
Sentence: 30223,The,DT,O
Sentence: 30224,Officials,NNS,O
Sentence: 30225,An,DT,O
Sentence: 30226,A,DT,O
Sentence: 30227,The,DT,O
Sentence: 30228,The,DT,O
Sentence: 30229,Mr.,NNP,B-per
Sentence: 30230,He,PRP,O
Sentence: 30231,Zimbabwe,NNP,B-gpe
Sentence: 30232,The,DT,O
Sentence: 30233,But,CC,O
Sentence: 30234,Lawmakers,NNS,O
Sentence: 30235,The,DT,O
Sentence: 30236,A,DT,O
Sentence: 30237,Lawmakers,NNS,O
Sentence: 30238,The,DT,O
Sentence: 30239,But,CC,O
Sentence: 30240,They,PRP,O
Sentence: 30241,Most,JJS,O
Sentence: 30242,The,DT,O
Sentence: 30243,Mehmet,NNP,B-org
Sentence: 30244,On,IN,O
Sentence: 30245,Agca,NNP,B-org
Sentence: 30246,Two,CD,B-tim
Sentence: 30247,In,IN,O
Sentence: 30248,Colombia,NNP,B-geo
Sentence: 30249,The,DT,O
Sentence: 30250,There,EX,O
Sentence: 30251,Earlier,RBR,O
Sentence: 30252,The,DT,O
Sentence: 30253,The,DT,O
Sentence: 30254,Morocco,NNP,B-geo
Sentence: 30255,Morocco,NNP,B-geo
Sentence: 30256,It,PRP,O
Sentence: 30257,The,DT,O
Sentence: 30258,It,PRP,O
Sentence: 30259,The,DT,O
Sentence: 30260,Bette,NNP,B-per
Sentence: 30261,Famed,VBN,O
Sentence: 30262,Her,PRP$,O
Sentence: 30263,Replacing,VBG,O
Sentence: 30264,She,PRP,O
Sentence: 30265,Sharing,VBG,O
Sentence: 30266,Booking,VBG,O
Sentence: 30267,He,PRP,O
Sentence: 30268,Venezuela,NNP,B-geo
Sentence: 30269,In,IN,O
Sentence: 30270,It,PRP,O
Sentence: 30271,U.S.,NNP,B-geo
Sentence: 30272,They,PRP,O
Sentence: 30273,Venezuelan,JJ,B-gpe
Sentence: 30274,They,PRP,O
Sentence: 30275,Iraq,NNP,B-geo
Sentence: 30276,The,DT,O
Sentence: 30277,Earlier,RBR,O
Sentence: 30278,Australian,JJ,B-gpe
Sentence: 30279,Vaile,NNP,B-per
Sentence: 30280,Prime,NNP,B-per
Sentence: 30281,The,DT,O
Sentence: 30282,The,DT,O
Sentence: 30283,One,CD,O
Sentence: 30284,Football,NN,O
Sentence: 30285,However,RB,O
Sentence: 30286,Camel,NNP,B-per
Sentence: 30287,The,DT,O
Sentence: 30288,Human,JJ,O
Sentence: 30289,The,DT,O
Sentence: 30290,A,DT,O
Sentence: 30291,The,DT,O
Sentence: 30292,A,DT,O
Sentence: 30293,Staff,NNP,O
Sentence: 30294,The,DT,O
Sentence: 30295,The,DT,O
Sentence: 30296,Two,CD,O
Sentence: 30297,Under,IN,O
Sentence: 30298,Three,CD,O
Sentence: 30299,The,DT,O
Sentence: 30300,They,PRP,O
Sentence: 30301,Mr.,NNP,B-per
Sentence: 30302,Police,NNS,O
Sentence: 30303,In,IN,O
Sentence: 30304,An,DT,O
Sentence: 30305,The,DT,O
Sentence: 30306,Ms.,NNP,B-per
Sentence: 30307,Uzbekistan,NNP,B-geo
Sentence: 30308,Amnesty,NNP,O
Sentence: 30309,Afghan,JJ,B-gpe
Sentence: 30310,The,DT,O
Sentence: 30311,A,DT,O
Sentence: 30312,A,DT,O
Sentence: 30313,Afghan,JJ,B-gpe
Sentence: 30314,In,IN,O
Sentence: 30315,The,DT,O
Sentence: 30316,The,DT,O
Sentence: 30317,Mr.,NNP,B-per
Sentence: 30318,Several,JJ,O
Sentence: 30319,The,DT,O
Sentence: 30320,Two,CD,O
Sentence: 30321,Joyful,JJ,O
Sentence: 30322,French,JJ,B-gpe
Sentence: 30323,French,JJ,B-gpe
Sentence: 30324,The,DT,O
Sentence: 30325,They,PRP,O
Sentence: 30326,Police,NNS,O
Sentence: 30327,Authorities,NNS,O
Sentence: 30328,Pakistan,NNP,B-geo
Sentence: 30329,Elsewhere,RB,O
Sentence: 30330,Reports,NNS,O
Sentence: 30331,China,NNP,B-geo
Sentence: 30332,Russian,JJ,B-gpe
Sentence: 30333,But,CC,O
Sentence: 30334,They,PRP,O
Sentence: 30335,Meanwhile,RB,O
Sentence: 30336,An,DT,O
Sentence: 30337,As,IN,O
Sentence: 30338,Pakistan,NNP,B-geo
Sentence: 30339,Pakistani,JJ,B-gpe
Sentence: 30340,The,DT,O
Sentence: 30341,Last,JJ,O
Sentence: 30342,Thailand,NNP,B-geo
Sentence: 30343,Mr.,NNP,B-per
Sentence: 30344,The,DT,O
Sentence: 30345,He,PRP,O
Sentence: 30346,Mr.,NNP,B-per
Sentence: 30347,Pakistani,JJ,B-gpe
Sentence: 30348,Information,NNP,B-org
Sentence: 30349,The,DT,O
Sentence: 30350,There,EX,O
Sentence: 30351,The,DT,O
Sentence: 30352,Military,JJ,O
Sentence: 30353,Officials,NNS,O
Sentence: 30354,Maoist,NNP,O
Sentence: 30355,They,PRP,O
Sentence: 30356,At,IN,O
Sentence: 30357,Nepal,NNP,B-gpe
Sentence: 30358,Formerly,RB,O
Sentence: 30359,Four,CD,O
Sentence: 30360,Mineral,NN,O
Sentence: 30361,Botswana,NNP,B-org
Sentence: 30362,During,IN,O
Sentence: 30363,Sugarcane,NN,O
Sentence: 30364,In,IN,O
Sentence: 30365,In,IN,O
Sentence: 30366,Taiwan,NNP,B-geo
Sentence: 30367,Following,VBG,O
Sentence: 30368,Over,IN,O
Sentence: 30369,In,IN,O
Sentence: 30370,Throughout,IN,O
Sentence: 30371,The,DT,O
Sentence: 30372,The,DT,O
Sentence: 30373,The,DT,O
Sentence: 30374,Bartering,NNP,O
Sentence: 30375,The,DT,O
Sentence: 30376,In,IN,O
Sentence: 30377,In,IN,O
Sentence: 30378,The,DT,O
Sentence: 30379,Sugar,NN,O
Sentence: 30380,In,IN,O
Sentence: 30381,Mining,NN,O
Sentence: 30382,Surrounded,VBN,O
Sentence: 30383,Swaziland,NNP,B-geo
Sentence: 30384,The,DT,O
Sentence: 30385,The,DT,O
Sentence: 30386,Customs,NN,O
Sentence: 30387,The,DT,O
Sentence: 30388,The,DT,O
Sentence: 30389,With,IN,O
Sentence: 30390,Overgrazing,NN,O
Sentence: 30391,More,JJR,O
Sentence: 30392,AN,DT,O
Sentence: 30393,"""",``,O
Sentence: 30394,"""",``,O
Sentence: 30395,Resting,VBG,O
Sentence: 30396,I,PRP,O
Sentence: 30397,Today,NN,B-tim
Sentence: 30398,Haiti,NNP,B-geo
Sentence: 30399,The,DT,O
Sentence: 30400,Haitian,JJ,O
Sentence: 30401,In,IN,O
Sentence: 30402,Mr.,NNP,B-per
Sentence: 30403,Top,JJ,O
Sentence: 30404,U.S.,NNP,B-geo
Sentence: 30405,After,IN,O
Sentence: 30406,They,PRP,O
Sentence: 30407,Hill,NNP,B-org
Sentence: 30408,Washington,NNP,B-geo
Sentence: 30409,North,NNP,B-geo
Sentence: 30410,Hill,NNP,B-org
Sentence: 30411,U.S.,NNP,B-org
Sentence: 30412,Secretary,NNP,O
Sentence: 30413,He,PRP,O
Sentence: 30414,Now,RB,O
Sentence: 30415,Algeria,NNP,B-geo
Sentence: 30416,A,DT,O
Sentence: 30417,But,CC,O
Sentence: 30418,The,DT,O
Sentence: 30419,In,IN,O
Sentence: 30420,Bwakira,NNP,B-per
Sentence: 30421,He,PRP,O
Sentence: 30422,The,DT,O
Sentence: 30423,The,DT,O
Sentence: 30424,Al-Shabab,NNP,B-org
Sentence: 30425,Last,JJ,O
Sentence: 30426,The,DT,O
Sentence: 30427,Lawyers,NNS,O
Sentence: 30428,Mr.,NNP,B-per
Sentence: 30429,The,DT,O
Sentence: 30430,Mr.,NNP,B-per
Sentence: 30431,In,IN,O
Sentence: 30432,Afghan,JJ,B-gpe
Sentence: 30433,They,PRP,O
Sentence: 30434,The,DT,O
Sentence: 30435,He,PRP,O
Sentence: 30436,The,DT,O
Sentence: 30437,Taleban,NNP,B-org
Sentence: 30438,A,DT,O
Sentence: 30439,About,IN,O
Sentence: 30440,Mexico,NNP,B-geo
Sentence: 30441,Pemex,NNP,B-per
Sentence: 30442,The,DT,O
Sentence: 30443,Exports,NNS,O
Sentence: 30444,Mexican,JJ,B-gpe
Sentence: 30445,Opponents,NNS,O
Sentence: 30446,Mexico,NNP,B-geo
Sentence: 30447,Leaders,NNS,O
Sentence: 30448,The,DT,O
Sentence: 30449,Most,JJS,O
Sentence: 30450,Member,NNP,O
Sentence: 30451,Almost,RB,O
Sentence: 30452,The,DT,O
Sentence: 30453,A,DT,O
Sentence: 30454,Swiss,JJ,B-gpe
Sentence: 30455,U.S.,NNP,B-geo
Sentence: 30456,Mr.,NNP,B-per
Sentence: 30457,On,IN,O
Sentence: 30458,The,DT,O
Sentence: 30459,Judges,NNS,O
Sentence: 30460,Mr.,NNP,B-per
Sentence: 30461,Mr.,NNP,B-per
Sentence: 30462,Serbian,JJ,B-gpe
Sentence: 30463,They,PRP,O
Sentence: 30464,The,DT,O
Sentence: 30465,Israel,NNP,B-geo
Sentence: 30466,In,IN,O
Sentence: 30467,Mofaz,NNP,B-per
Sentence: 30468,He,PRP,O
Sentence: 30469,In,IN,O
Sentence: 30470,Iranian,JJ,B-gpe
Sentence: 30471,He,PRP,O
Sentence: 30472,Afghanistan,NNP,B-geo
Sentence: 30473,The,DT,O
Sentence: 30474,General,NNP,B-per
Sentence: 30475,He,PRP,O
Sentence: 30476,The,DT,O
Sentence: 30477,He,PRP,O
Sentence: 30478,The,DT,O
Sentence: 30479,The,DT,O
Sentence: 30480,But,CC,O
Sentence: 30481,The,DT,O
Sentence: 30482,It,PRP,O
Sentence: 30483,The,DT,O
Sentence: 30484,Thousands,NNS,O
Sentence: 30485,The,DT,O
Sentence: 30486,Pakistani,JJ,B-gpe
Sentence: 30487,General,NNP,B-per
Sentence: 30488,During,IN,O
Sentence: 30489,In,IN,O
Sentence: 30490,Mr.,NNP,B-per
Sentence: 30491,During,IN,O
Sentence: 30492,Brazilian,JJ,B-gpe
Sentence: 30493,In,IN,O
Sentence: 30494,The,DT,O
Sentence: 30495,There,EX,O
Sentence: 30496,Earlier,RBR,O
Sentence: 30497,On,IN,O
Sentence: 30498,Several,JJ,O
Sentence: 30499,Hospitals,NNS,O
Sentence: 30500,A,DT,O
Sentence: 30501,Thousands,NNS,O
Sentence: 30502,The,DT,O
Sentence: 30503,Bombay,NNP,B-geo
Sentence: 30504,Egyptian,JJ,B-gpe
Sentence: 30505,The,DT,O
Sentence: 30506,Rescue,NN,O
Sentence: 30507,The,DT,O
Sentence: 30508,Prosecutors,NNS,O
Sentence: 30509,Buildings,NNS,O
Sentence: 30510,Egyptian,JJ,B-gpe
Sentence: 30511,It,PRP,O
Sentence: 30512,Pakistani,JJ,B-gpe
Sentence: 30513,Officials,NNS,O
Sentence: 30514,No,DT,O
Sentence: 30515,Many,JJ,O
Sentence: 30516,Insurgents,NNS,O
Sentence: 30517,Afghan,JJ,B-gpe
Sentence: 30518,A,DT,O
Sentence: 30519,The,DT,O
Sentence: 30520,Pakistan,NNP,B-geo
Sentence: 30521,War-shattered,JJ,O
Sentence: 30522,Afghanistan,NNP,B-gpe
Sentence: 30523,The,DT,O
Sentence: 30524,Starting,VBG,O
Sentence: 30525,The,DT,O
Sentence: 30526,That,DT,O
Sentence: 30527,U.N.,NNP,B-org
Sentence: 30528,Members,NNS,O
Sentence: 30529,The,DT,O
Sentence: 30530,A,DT,O
Sentence: 30531,The,DT,O
Sentence: 30532,Topics,NNS,O
Sentence: 30533,Last,JJ,O
Sentence: 30534,The,DT,O
Sentence: 30535,North,JJ,O
Sentence: 30536,Mr.,NNP,B-per
Sentence: 30537,South,JJ,O
Sentence: 30538,Kim,NNP,B-per
Sentence: 30539,His,PRP$,O
Sentence: 30540,Recent,JJ,O
Sentence: 30541,Health,NN,O
Sentence: 30542,As,IN,O
Sentence: 30543,Kari,NNP,B-per
Sentence: 30544,South,JJ,O
Sentence: 30545,The,DT,O
Sentence: 30546,South,NNP,B-geo
Sentence: 30547,China,NNP,B-geo
Sentence: 30548,Beijing,NNP,B-geo
Sentence: 30549,Hundreds,NNS,O
Sentence: 30550,The,DT,O
Sentence: 30551,A,DT,O
Sentence: 30552,The,DT,O
Sentence: 30553,The,DT,O
Sentence: 30554,In,IN,O
Sentence: 30555,The,DT,O
Sentence: 30556,A,DT,O
Sentence: 30557,The,DT,O
Sentence: 30558,VOA,NNP,B-org
Sentence: 30559,Correspondent,NNP,O
Sentence: 30560,Among,IN,O
Sentence: 30561,He,PRP,O
Sentence: 30562,UN,NNP,B-org
Sentence: 30563,U.N.,NNP,B-org
Sentence: 30564,Mr.,NNP,B-per
Sentence: 30565,He,PRP,O
Sentence: 30566,But,CC,O
Sentence: 30567,Last,JJ,O
Sentence: 30568,Wednesday,NNP,B-tim
Sentence: 30569,Hundreds,NNS,O
Sentence: 30570,Arnold,NNP,B-per
Sentence: 30571,Party,NNP,B-org
Sentence: 30572,British,JJ,B-gpe
Sentence: 30573,Schwarzenegger,NNP,B-per
Sentence: 30574,The,DT,O
Sentence: 30575,He,PRP,O
Sentence: 30576,Taleban,NNP,B-org
Sentence: 30577,Authorities,NNS,O
Sentence: 30578,They,PRP,O
Sentence: 30579,A,DT,O
Sentence: 30580,Police,NNS,O
Sentence: 30581,Meanwhile,RB,O
Sentence: 30582,In,IN,O
Sentence: 30583,Coalition,NN,O
Sentence: 30584,Friday,NNP,B-tim
Sentence: 30585,A,DT,O
Sentence: 30586,The,DT,O
Sentence: 30587,It,PRP,O
Sentence: 30588,Further,RB,O
Sentence: 30589,Violence,NN,O
Sentence: 30590,Pakistani,JJ,B-gpe
Sentence: 30591,Thousands,NNS,O
Sentence: 30592,Lawyers,NNS,O
Sentence: 30593,He,PRP,O
Sentence: 30594,During,IN,O
Sentence: 30595,Human,JJ,O
Sentence: 30596,International,JJ,O
Sentence: 30597,Representatives,NNS,O
Sentence: 30598,The,DT,B-org
Sentence: 30599,Hospital,NN,O
Sentence: 30600,Angola,NNP,B-geo
Sentence: 30601,The,DT,O
Sentence: 30602,Discovery,NNP,B-org
Sentence: 30603,The,DT,B-art
Sentence: 30604,It,PRP,O
Sentence: 30605,This,DT,O
Sentence: 30606,VOA,NNP,B-org
Sentence: 30607,Venezuelan,JJ,B-gpe
Sentence: 30608,Reports,NNS,O
Sentence: 30609,Mr.,NNP,B-per
Sentence: 30610,The,DT,O
Sentence: 30611,Both,DT,O
Sentence: 30612,Later,RB,B-tim
Sentence: 30613,Pakistan,NNP,B-geo
Sentence: 30614,Officials,NNS,O
Sentence: 30615,It,PRP,O
Sentence: 30616,The,DT,O
Sentence: 30617,Pakistan,NNP,B-geo
Sentence: 30618,The,DT,O
Sentence: 30619,A,DT,O
Sentence: 30620,Iranian,JJ,B-gpe
Sentence: 30621,The,DT,O
Sentence: 30622,Foreign,NNP,B-org
Sentence: 30623,Iran,NNP,B-geo
Sentence: 30624,Plutonium,NN,O
Sentence: 30625,The,DT,O
Sentence: 30626,The,DT,O
Sentence: 30627,Saudi,NNP,B-per
Sentence: 30628,Speaking,VBG,O
Sentence: 30629,He,PRP,O
Sentence: 30630,King,NNP,B-per
Sentence: 30631,Officials,NNS,O
Sentence: 30632,The,DT,O
Sentence: 30633,The,DT,O
Sentence: 30634,Two,CD,B-tim
Sentence: 30635,The,DT,O
Sentence: 30636,The,DT,O
Sentence: 30637,Of,IN,O
Sentence: 30638,Financial,NNP,O
Sentence: 30639,New,NNP,O
Sentence: 30640,Short-selling,NN,O
Sentence: 30641,If,IN,O
Sentence: 30642,Regulators,NNS,O
Sentence: 30643,New,NNP,O
Sentence: 30644,An,DT,O
Sentence: 30645,New,NNP,O
Sentence: 30646,Kuwaiti,JJ,B-gpe
Sentence: 30647,Human,NNP,B-org
Sentence: 30648,Others,NNS,O
Sentence: 30649,ElBaradei,NNP,B-per
Sentence: 30650,He,PRP,O
Sentence: 30651,Insurgents,NNS,O
Sentence: 30652,Another,DT,O
Sentence: 30653,Meanwhile,RB,O
Sentence: 30654,Joseph,NNP,B-per
Sentence: 30655,And,CC,O
Sentence: 30656,An,DT,O
Sentence: 30657,Israeli,JJ,B-gpe
Sentence: 30658,The,DT,O
